Date,Hostel Name,City,Country,Avg Bed Price (£),Occupancy
2022-01-23,Lisbon Bairro Alto,Lisbon,Portugal,33.33,137
2022-01-23,Bratislava Presidential Palace,Bratislava,Slovakia,36.95,141
2022-01-23,Barcelona Gothic,Barcelona,Spain,27.15,141
2022-01-23,Barcelona Passeig de Gracia,Barcelona,Spain,29.75,137
2022-01-23,"Calpe Seafront, Costa Blanca",Calpe,Spain,35.35,164
2022-01-23,Córdoba Mezquita Catedral,Cordoba,Spain,29.96,121
2022-01-23,Madrid Central,Madrid,Spain,33.93,151
2022-01-23,Glasgow Charing Cross,Glasgow,United Kingdom,30.7,148
2022-01-23,Edinburgh Cowgate,Edinburgh,United Kingdom,29.27,140
2022-01-23,London Elephant & Castle,London,United Kingdom,41.37,164
2022-01-23,London Kensington Holland Park,London,United Kingdom,35.48,133
2022-01-23,York Micklegate,York,United Kingdom,38.28,164
2022-01-24,Brussels Grand Place,Brussels,Belgium,24.82,105
2022-01-24,Prague Charles Bridge,Prague,Czech Republic,27.82,142
2022-01-24,Berlin Kurfürstendamm,Berlin,Germany,25.62,98
2022-01-24,Athens Monastiraki,Athens,Greece,26.96,83
2022-01-24,Pisa Centrale,Pisa,Italy,20.96,119
2022-01-24,Warsaw Old Town,Warsaw,Poland,20.68,128
2022-01-24,Lisbon Bairro Alto,Lisbon,Portugal,28.95,110
2022-01-24,Bratislava Presidential Palace,Bratislava,Slovakia,28.22,91
2022-01-24,Barcelona Gothic,Barcelona,Spain,21.5,100
2022-01-24,Barcelona Passeig de Gracia,Barcelona,Spain,33.19,103
2022-01-24,"Calpe Seafront, Costa Blanca",Calpe,Spain,24.19,117
2022-01-24,Córdoba Mezquita Catedral,Cordoba,Spain,30.76,131
2022-01-24,Madrid Central,Madrid,Spain,33.35,116
2022-01-24,Glasgow Charing Cross,Glasgow,United Kingdom,33.73,99
2022-01-24,Edinburgh Cowgate,Edinburgh,United Kingdom,21.01,96
2022-01-24,London Elephant & Castle,London,United Kingdom,24.67,72
2022-01-24,London Kensington Holland Park,London,United Kingdom,36.09,84
2022-01-24,York Micklegate,York,United Kingdom,24.49,126
2022-01-25,Brussels Grand Place,Brussels,Belgium,20.16,119
2022-01-25,Prague Charles Bridge,Prague,Czech Republic,32.65,112
2022-01-25,Berlin Kurfürstendamm,Berlin,Germany,24.14,131
2022-01-25,Athens Monastiraki,Athens,Greece,22.1,85
2022-01-25,Pisa Centrale,Pisa,Italy,32.24,98
2022-01-25,Warsaw Old Town,Warsaw,Poland,33.52,108
2022-01-25,Lisbon Bairro Alto,Lisbon,Portugal,27.19,125
2022-01-25,Bratislava Presidential Palace,Bratislava,Slovakia,23.37,83
2022-01-25,Barcelona Gothic,Barcelona,Spain,31.03,100
2022-01-25,Barcelona Passeig de Gracia,Barcelona,Spain,20.94,130
2022-01-25,"Calpe Seafront, Costa Blanca",Calpe,Spain,21.93,109
2022-01-25,Córdoba Mezquita Catedral,Cordoba,Spain,29.31,93
2022-01-25,Madrid Central,Madrid,Spain,27.38,90
2022-01-25,Glasgow Charing Cross,Glasgow,United Kingdom,27.45,84
2022-01-25,Edinburgh Cowgate,Edinburgh,United Kingdom,28.16,111
2022-01-25,London Elephant & Castle,London,United Kingdom,25.49,105
2022-01-25,London Kensington Holland Park,London,United Kingdom,26.62,88
2022-01-25,York Micklegate,York,United Kingdom,35.52,148
2022-01-26,Brussels Grand Place,Brussels,Belgium,30.1,112
2022-01-26,Prague Charles Bridge,Prague,Czech Republic,36.76,101
2022-01-26,Berlin Kurfürstendamm,Berlin,Germany,24.65,136
2022-01-26,Athens Monastiraki,Athens,Greece,22.2,102
2022-01-26,Pisa Centrale,Pisa,Italy,23.37,88
2022-01-26,Warsaw Old Town,Warsaw,Poland,27.1,96
2022-01-26,Lisbon Bairro Alto,Lisbon,Portugal,18.77,132
2022-01-26,Bratislava Presidential Palace,Bratislava,Slovakia,28.1,119
2022-01-26,Barcelona Gothic,Barcelona,Spain,35.0,91
2022-01-26,Barcelona Passeig de Gracia,Barcelona,Spain,30.51,112
2022-01-26,"Calpe Seafront, Costa Blanca",Calpe,Spain,31.92,132
2022-01-26,Córdoba Mezquita Catedral,Cordoba,Spain,29.09,101
2022-01-26,Madrid Central,Madrid,Spain,31.13,142
2022-01-26,Glasgow Charing Cross,Glasgow,United Kingdom,23.83,119
2022-01-26,Edinburgh Cowgate,Edinburgh,United Kingdom,20.77,106
2022-01-26,London Elephant & Castle,London,United Kingdom,33.85,113
2022-01-26,London Kensington Holland Park,London,United Kingdom,21.3,105
2022-01-26,York Micklegate,York,United Kingdom,34.86,77
2022-01-27,Brussels Grand Place,Brussels,Belgium,31.45,112
2022-01-27,Prague Charles Bridge,Prague,Czech Republic,27.6,123
2022-01-27,Berlin Kurfürstendamm,Berlin,Germany,32.98,121
2022-01-27,Athens Monastiraki,Athens,Greece,31.96,128
2022-01-27,Pisa Centrale,Pisa,Italy,37.12,91
2022-01-27,Warsaw Old Town,Warsaw,Poland,30.24,102
2022-01-27,Lisbon Bairro Alto,Lisbon,Portugal,30.34,145
2022-01-27,Bratislava Presidential Palace,Bratislava,Slovakia,22.32,123
2022-01-27,Barcelona Gothic,Barcelona,Spain,31.25,77
2022-01-27,Barcelona Passeig de Gracia,Barcelona,Spain,26.66,110
2022-01-27,"Calpe Seafront, Costa Blanca",Calpe,Spain,27.91,105
2022-01-27,Córdoba Mezquita Catedral,Cordoba,Spain,19.67,96
2022-01-27,Madrid Central,Madrid,Spain,28.19,94
2022-01-27,Glasgow Charing Cross,Glasgow,United Kingdom,33.65,122
2022-01-27,Edinburgh Cowgate,Edinburgh,United Kingdom,25.85,125
2022-01-27,London Elephant & Castle,London,United Kingdom,28.43,132
2022-01-27,London Kensington Holland Park,London,United Kingdom,33.2,101
2022-01-27,York Micklegate,York,United Kingdom,24.03,104
2022-01-28,Brussels Grand Place,Brussels,Belgium,30.92,107
2022-01-28,Prague Charles Bridge,Prague,Czech Republic,28.68,130
2022-01-28,Berlin Kurfürstendamm,Berlin,Germany,29.26,85
2022-01-28,Athens Monastiraki,Athens,Greece,24.57,140
2022-01-28,Pisa Centrale,Pisa,Italy,31.4,139
2022-01-28,Warsaw Old Town,Warsaw,Poland,23.9,66
2022-01-28,Lisbon Bairro Alto,Lisbon,Portugal,30.93,93
2022-01-28,Bratislava Presidential Palace,Bratislava,Slovakia,30.33,84
2022-01-28,Barcelona Gothic,Barcelona,Spain,24.07,88
2022-01-28,Barcelona Passeig de Gracia,Barcelona,Spain,30.42,89
2022-01-28,"Calpe Seafront, Costa Blanca",Calpe,Spain,27.64,112
2022-01-28,Córdoba Mezquita Catedral,Cordoba,Spain,22.74,73
2022-01-28,Madrid Central,Madrid,Spain,21.28,81
2022-01-28,Glasgow Charing Cross,Glasgow,United Kingdom,24.24,97
2022-01-28,Edinburgh Cowgate,Edinburgh,United Kingdom,23.02,107
2022-01-28,London Elephant & Castle,London,United Kingdom,25.72,52
2022-01-28,London Kensington Holland Park,London,United Kingdom,31.39,119
2022-01-28,York Micklegate,York,United Kingdom,36.5,94
2022-01-29,Brussels Grand Place,Brussels,Belgium,37.59,152
2022-01-29,Prague Charles Bridge,Prague,Czech Republic,24.07,147
2022-01-29,Berlin Kurfürstendamm,Berlin,Germany,22.75,116
2022-01-29,Athens Monastiraki,Athens,Greece,28.55,142
2022-01-29,Pisa Centrale,Pisa,Italy,26.72,164
2022-01-29,Warsaw Old Town,Warsaw,Poland,36.3,117
2022-01-29,Lisbon Bairro Alto,Lisbon,Portugal,29.88,130
2022-01-29,Bratislava Presidential Palace,Bratislava,Slovakia,23.27,129
2022-01-29,Barcelona Gothic,Barcelona,Spain,38.25,121
2022-01-29,Barcelona Passeig de Gracia,Barcelona,Spain,20.85,117
2022-01-29,"Calpe Seafront, Costa Blanca",Calpe,Spain,29.12,145
2022-01-29,Córdoba Mezquita Catedral,Cordoba,Spain,35.51,114
2022-01-29,Madrid Central,Madrid,Spain,37.72,164
2022-01-29,Glasgow Charing Cross,Glasgow,United Kingdom,32.57,141
2022-01-29,Edinburgh Cowgate,Edinburgh,United Kingdom,31.66,103
2022-01-29,London Elephant & Castle,London,United Kingdom,27.5,164
2022-01-29,London Kensington Holland Park,London,United Kingdom,36.2,116
2022-01-29,York Micklegate,York,United Kingdom,31.82,146
2022-01-30,Brussels Grand Place,Brussels,Belgium,30.98,149
2022-01-30,Prague Charles Bridge,Prague,Czech Republic,30.7,154
2022-01-30,Berlin Kurfürstendamm,Berlin,Germany,33.69,145
2022-01-30,Athens Monastiraki,Athens,Greece,24.01,157
2022-01-30,Pisa Centrale,Pisa,Italy,32.87,141
2022-01-30,Warsaw Old Town,Warsaw,Poland,34.32,101
2022-01-30,Lisbon Bairro Alto,Lisbon,Portugal,25.58,137
2022-01-30,Bratislava Presidential Palace,Bratislava,Slovakia,22.89,128
2022-01-30,Barcelona Gothic,Barcelona,Spain,26.65,116
2022-01-30,Barcelona Passeig de Gracia,Barcelona,Spain,29.83,153
2022-01-30,"Calpe Seafront, Costa Blanca",Calpe,Spain,34.61,141
2022-01-30,Córdoba Mezquita Catedral,Cordoba,Spain,22.61,114
2022-01-30,Madrid Central,Madrid,Spain,36.85,159
2022-01-30,Glasgow Charing Cross,Glasgow,United Kingdom,38.6,142
2022-01-30,Edinburgh Cowgate,Edinburgh,United Kingdom,24.69,144
2022-01-30,London Elephant & Castle,London,United Kingdom,25.64,137
2022-01-30,London Kensington Holland Park,London,United Kingdom,29.28,150
2022-01-30,York Micklegate,York,United Kingdom,23.23,164
2022-01-31,Brussels Grand Place,Brussels,Belgium,32.4,105
2022-01-31,Prague Charles Bridge,Prague,Czech Republic,26.2,107
2022-01-31,Berlin Kurfürstendamm,Berlin,Germany,29.16,106
2022-01-31,Athens Monastiraki,Athens,Greece,31.29,141
2022-01-31,Pisa Centrale,Pisa,Italy,28.39,107
2022-01-31,Warsaw Old Town,Warsaw,Poland,31.86,146
2022-01-31,Lisbon Bairro Alto,Lisbon,Portugal,26.23,107
2022-01-31,Bratislava Presidential Palace,Bratislava,Slovakia,29.25,115
2022-01-31,Barcelona Gothic,Barcelona,Spain,28.85,83
2022-01-31,Barcelona Passeig de Gracia,Barcelona,Spain,33.49,112
2022-01-31,"Calpe Seafront, Costa Blanca",Calpe,Spain,33.15,87
2022-01-31,Córdoba Mezquita Catedral,Cordoba,Spain,25.75,105
2022-01-31,Madrid Central,Madrid,Spain,22.04,109
2022-01-31,Glasgow Charing Cross,Glasgow,United Kingdom,32.58,88
2022-01-31,Edinburgh Cowgate,Edinburgh,United Kingdom,34.93,114
2022-01-31,London Elephant & Castle,London,United Kingdom,26.2,95
2022-01-31,London Kensington Holland Park,London,United Kingdom,25.41,93
2022-01-31,York Micklegate,York,United Kingdom,22.51,124
2022-02-01,Brussels Grand Place,Brussels,Belgium,35.27,121
2022-02-01,Prague Charles Bridge,Prague,Czech Republic,24.31,114
2022-02-01,Berlin Kurfürstendamm,Berlin,Germany,31.52,164
2022-02-01,Athens Monastiraki,Athens,Greece,25.33,136
2022-02-01,Pisa Centrale,Pisa,Italy,34.21,87
2022-02-01,Warsaw Old Town,Warsaw,Poland,40.26,119
2022-02-01,Lisbon Bairro Alto,Lisbon,Portugal,34.71,135
2022-02-01,Bratislava Presidential Palace,Bratislava,Slovakia,31.95,107
2022-02-01,Barcelona Gothic,Barcelona,Spain,24.02,118
2022-02-01,Barcelona Passeig de Gracia,Barcelona,Spain,36.31,114
2022-02-01,"Calpe Seafront, Costa Blanca",Calpe,Spain,24.45,97
2022-02-01,Córdoba Mezquita Catedral,Cordoba,Spain,39.91,144
2022-02-01,Madrid Central,Madrid,Spain,31.95,110
2022-02-01,Glasgow Charing Cross,Glasgow,United Kingdom,30.1,104
2022-02-01,Edinburgh Cowgate,Edinburgh,United Kingdom,24.46,116
2022-02-01,London Elephant & Castle,London,United Kingdom,32.86,128
2022-02-01,London Kensington Holland Park,London,United Kingdom,30.98,93
2022-02-01,York Micklegate,York,United Kingdom,25.23,100
2022-02-02,Brussels Grand Place,Brussels,Belgium,25.49,118
2022-02-02,Prague Charles Bridge,Prague,Czech Republic,38.63,93
2022-02-02,Berlin Kurfürstendamm,Berlin,Germany,33.1,107
2022-02-02,Athens Monastiraki,Athens,Greece,26.57,87
2022-02-02,Pisa Centrale,Pisa,Italy,28.31,118
2022-02-02,Warsaw Old Town,Warsaw,Poland,26.24,97
2022-02-02,Lisbon Bairro Alto,Lisbon,Portugal,32.92,110
2022-02-02,Bratislava Presidential Palace,Bratislava,Slovakia,24.26,124
2022-02-02,Barcelona Gothic,Barcelona,Spain,27.71,108
2022-02-02,Barcelona Passeig de Gracia,Barcelona,Spain,35.28,124
2022-02-02,"Calpe Seafront, Costa Blanca",Calpe,Spain,33.45,69
2022-02-02,Córdoba Mezquita Catedral,Cordoba,Spain,26.13,78
2022-02-02,Madrid Central,Madrid,Spain,32.94,88
2022-02-02,Glasgow Charing Cross,Glasgow,United Kingdom,31.16,109
2022-02-02,Edinburgh Cowgate,Edinburgh,United Kingdom,29.7,103
2022-02-02,London Elephant & Castle,London,United Kingdom,30.9,94
2022-02-02,London Kensington Holland Park,London,United Kingdom,36.29,95
2022-02-02,York Micklegate,York,United Kingdom,38.41,95
2022-02-03,Brussels Grand Place,Brussels,Belgium,35.51,125
2022-02-03,Prague Charles Bridge,Prague,Czech Republic,26.36,81
2022-02-03,Berlin Kurfürstendamm,Berlin,Germany,24.05,102
2022-02-03,Athens Monastiraki,Athens,Greece,30.32,109
2022-02-03,Pisa Centrale,Pisa,Italy,26.06,88
2022-02-03,Warsaw Old Town,Warsaw,Poland,24.08,83
2022-02-03,Lisbon Bairro Alto,Lisbon,Portugal,39.06,101
2022-02-03,Bratislava Presidential Palace,Bratislava,Slovakia,30.36,97
2022-02-03,Barcelona Gothic,Barcelona,Spain,31.03,81
2022-02-03,Barcelona Passeig de Gracia,Barcelona,Spain,36.16,99
2022-02-03,"Calpe Seafront, Costa Blanca",Calpe,Spain,33.14,159
2022-02-03,Córdoba Mezquita Catedral,Cordoba,Spain,35.06,97
2022-02-03,Madrid Central,Madrid,Spain,36.07,91
2022-02-03,Glasgow Charing Cross,Glasgow,United Kingdom,35.6,114
2022-02-03,Edinburgh Cowgate,Edinburgh,United Kingdom,37.9,139
2022-02-03,London Elephant & Castle,London,United Kingdom,33.96,111
2022-02-03,London Kensington Holland Park,London,United Kingdom,38.65,126
2022-02-03,York Micklegate,York,United Kingdom,36.04,64
2022-02-04,Brussels Grand Place,Brussels,Belgium,38.2,133
2022-02-04,Prague Charles Bridge,Prague,Czech Republic,29.73,107
2022-02-04,Berlin Kurfürstendamm,Berlin,Germany,34.7,132
2022-02-04,Athens Monastiraki,Athens,Greece,28.47,118
2022-02-04,Pisa Centrale,Pisa,Italy,30.97,85
2022-02-04,Warsaw Old Town,Warsaw,Poland,38.15,141
2022-02-04,Lisbon Bairro Alto,Lisbon,Portugal,31.8,127
2022-02-04,Bratislava Presidential Palace,Bratislava,Slovakia,29.49,84
2022-02-04,Barcelona Gothic,Barcelona,Spain,27.8,143
2022-02-04,Barcelona Passeig de Gracia,Barcelona,Spain,26.75,92
2022-02-04,"Calpe Seafront, Costa Blanca",Calpe,Spain,30.23,124
2022-02-04,Córdoba Mezquita Catedral,Cordoba,Spain,37.37,141
2022-02-04,Madrid Central,Madrid,Spain,29.15,131
2022-02-04,Glasgow Charing Cross,Glasgow,United Kingdom,31.28,108
2022-02-04,Edinburgh Cowgate,Edinburgh,United Kingdom,39.17,134
2022-02-04,London Elephant & Castle,London,United Kingdom,32.0,112
2022-02-04,London Kensington Holland Park,London,United Kingdom,33.83,116
2022-02-04,York Micklegate,York,United Kingdom,31.85,124
2022-02-05,Brussels Grand Place,Brussels,Belgium,39.86,153
2022-02-05,Prague Charles Bridge,Prague,Czech Republic,31.79,147
2022-02-05,Berlin Kurfürstendamm,Berlin,Germany,38.58,138
2022-02-05,Athens Monastiraki,Athens,Greece,28.53,126
2022-02-05,Pisa Centrale,Pisa,Italy,40.09,164
2022-02-05,Warsaw Old Town,Warsaw,Poland,36.55,149
2022-02-05,Lisbon Bairro Alto,Lisbon,Portugal,42.51,110
2022-02-05,Bratislava Presidential Palace,Bratislava,Slovakia,33.15,161
2022-02-05,Barcelona Gothic,Barcelona,Spain,41.04,143
2022-02-05,Barcelona Passeig de Gracia,Barcelona,Spain,31.29,141
2022-02-05,"Calpe Seafront, Costa Blanca",Calpe,Spain,41.77,133
2022-02-05,Córdoba Mezquita Catedral,Cordoba,Spain,42.26,116
2022-02-05,Madrid Central,Madrid,Spain,33.46,129
2022-02-05,Glasgow Charing Cross,Glasgow,United Kingdom,36.53,154
2022-02-05,Edinburgh Cowgate,Edinburgh,United Kingdom,40.6,163
2022-02-05,London Elephant & Castle,London,United Kingdom,33.51,138
2022-02-05,London Kensington Holland Park,London,United Kingdom,30.29,129
2022-02-05,York Micklegate,York,United Kingdom,31.57,164
2022-02-06,Brussels Grand Place,Brussels,Belgium,35.49,164
2022-02-06,Prague Charles Bridge,Prague,Czech Republic,33.21,164
2022-02-06,Berlin Kurfürstendamm,Berlin,Germany,31.81,129
2022-02-06,Athens Monastiraki,Athens,Greece,34.78,143
2022-02-06,Pisa Centrale,Pisa,Italy,34.89,164
2022-02-06,Warsaw Old Town,Warsaw,Poland,31.59,156
2022-02-06,Lisbon Bairro Alto,Lisbon,Portugal,37.01,144
2022-02-06,Bratislava Presidential Palace,Bratislava,Slovakia,31.74,144
2022-02-06,Barcelona Gothic,Barcelona,Spain,43.8,158
2022-02-06,Barcelona Passeig de Gracia,Barcelona,Spain,36.22,156
2022-02-06,"Calpe Seafront, Costa Blanca",Calpe,Spain,45.1,148
2022-02-06,Córdoba Mezquita Catedral,Cordoba,Spain,39.27,131
2022-02-06,Madrid Central,Madrid,Spain,31.64,151
2022-02-06,Glasgow Charing Cross,Glasgow,United Kingdom,38.05,123
2022-02-06,Edinburgh Cowgate,Edinburgh,United Kingdom,42.96,129
2022-02-06,London Elephant & Castle,London,United Kingdom,33.29,149
2022-02-06,London Kensington Holland Park,London,United Kingdom,40.33,120
2022-02-06,York Micklegate,York,United Kingdom,29.45,130
2022-02-07,Brussels Grand Place,Brussels,Belgium,41.15,126
2022-02-07,Prague Charles Bridge,Prague,Czech Republic,35.02,140
2022-02-07,Berlin Kurfürstendamm,Berlin,Germany,30.74,111
2022-02-07,Athens Monastiraki,Athens,Greece,42.55,119
2022-02-07,Pisa Centrale,Pisa,Italy,42.17,77
2022-02-07,Warsaw Old Town,Warsaw,Poland,30.69,126
2022-02-07,Lisbon Bairro Alto,Lisbon,Portugal,26.31,135
2022-02-07,Bratislava Presidential Palace,Bratislava,Slovakia,35.3,104
2022-02-07,Barcelona Gothic,Barcelona,Spain,37.69,125
2022-02-07,Barcelona Passeig de Gracia,Barcelona,Spain,24.01,100
2022-02-07,"Calpe Seafront, Costa Blanca",Calpe,Spain,29.11,119
2022-02-07,Córdoba Mezquita Catedral,Cordoba,Spain,27.33,137
2022-02-07,Madrid Central,Madrid,Spain,28.78,85
2022-02-07,Glasgow Charing Cross,Glasgow,United Kingdom,25.49,72
2022-02-07,Edinburgh Cowgate,Edinburgh,United Kingdom,40.41,108
2022-02-07,London Elephant & Castle,London,United Kingdom,27.95,84
2022-02-07,London Kensington Holland Park,London,United Kingdom,35.17,125
2022-02-07,York Micklegate,York,United Kingdom,27.49,88
2022-02-08,Brussels Grand Place,Brussels,Belgium,36.54,114
2022-02-08,Prague Charles Bridge,Prague,Czech Republic,31.09,97
2022-02-08,Berlin Kurfürstendamm,Berlin,Germany,32.73,109
2022-02-08,Athens Monastiraki,Athens,Greece,30.44,112
2022-02-08,Pisa Centrale,Pisa,Italy,24.12,134
2022-02-08,Warsaw Old Town,Warsaw,Poland,38.59,108
2022-02-08,Lisbon Bairro Alto,Lisbon,Portugal,35.64,103
2022-02-08,Bratislava Presidential Palace,Bratislava,Slovakia,23.71,77
2022-02-08,Barcelona Gothic,Barcelona,Spain,29.05,93
2022-02-08,Barcelona Passeig de Gracia,Barcelona,Spain,33.84,101
2022-02-08,"Calpe Seafront, Costa Blanca",Calpe,Spain,29.84,117
2022-02-08,Córdoba Mezquita Catedral,Cordoba,Spain,26.67,150
2022-02-08,Madrid Central,Madrid,Spain,35.12,101
2022-02-08,Glasgow Charing Cross,Glasgow,United Kingdom,23.8,129
2022-02-08,Edinburgh Cowgate,Edinburgh,United Kingdom,23.88,116
2022-02-08,London Elephant & Castle,London,United Kingdom,36.45,116
2022-02-08,London Kensington Holland Park,London,United Kingdom,32.76,68
2022-02-08,York Micklegate,York,United Kingdom,37.93,95
2022-02-09,Brussels Grand Place,Brussels,Belgium,35.94,108
2022-02-09,Prague Charles Bridge,Prague,Czech Republic,26.44,69
2022-02-09,Berlin Kurfürstendamm,Berlin,Germany,26.19,102
2022-02-09,Athens Monastiraki,Athens,Greece,34.44,105
2022-02-09,Pisa Centrale,Pisa,Italy,40.93,57
2022-02-09,Warsaw Old Town,Warsaw,Poland,34.36,146
2022-02-09,Lisbon Bairro Alto,Lisbon,Portugal,28.06,73
2022-02-09,Bratislava Presidential Palace,Bratislava,Slovakia,39.83,78
2022-02-09,Barcelona Gothic,Barcelona,Spain,32.33,109
2022-02-09,Barcelona Passeig de Gracia,Barcelona,Spain,26.02,120
2022-02-09,"Calpe Seafront, Costa Blanca",Calpe,Spain,30.72,78
2022-02-09,Córdoba Mezquita Catedral,Cordoba,Spain,31.88,109
2022-02-09,Madrid Central,Madrid,Spain,39.27,140
2022-02-09,Glasgow Charing Cross,Glasgow,United Kingdom,32.66,129
2022-02-09,Edinburgh Cowgate,Edinburgh,United Kingdom,30.34,126
2022-02-09,London Elephant & Castle,London,United Kingdom,38.36,93
2022-02-09,London Kensington Holland Park,London,United Kingdom,39.95,113
2022-02-09,York Micklegate,York,United Kingdom,34.56,120
2022-02-10,Brussels Grand Place,Brussels,Belgium,39.1,93
2022-02-10,Prague Charles Bridge,Prague,Czech Republic,28.49,85
2022-02-10,Berlin Kurfürstendamm,Berlin,Germany,36.24,79
2022-02-10,Athens Monastiraki,Athens,Greece,28.83,108
2022-02-10,Pisa Centrale,Pisa,Italy,26.57,119
2022-02-10,Warsaw Old Town,Warsaw,Poland,36.25,132
2022-02-10,Lisbon Bairro Alto,Lisbon,Portugal,37.94,119
2022-02-10,Bratislava Presidential Palace,Bratislava,Slovakia,36.15,118
2022-02-10,Barcelona Gothic,Barcelona,Spain,37.32,110
2022-02-10,Barcelona Passeig de Gracia,Barcelona,Spain,26.43,135
2022-02-10,"Calpe Seafront, Costa Blanca",Calpe,Spain,36.45,133
2022-02-10,Córdoba Mezquita Catedral,Cordoba,Spain,33.92,98
2022-02-10,Madrid Central,Madrid,Spain,25.91,135
2022-02-10,Glasgow Charing Cross,Glasgow,United Kingdom,37.19,112
2022-02-10,Edinburgh Cowgate,Edinburgh,United Kingdom,28.87,160
2022-02-10,London Elephant & Castle,London,United Kingdom,30.88,52
2022-02-10,London Kensington Holland Park,London,United Kingdom,32.28,141
2022-02-10,York Micklegate,York,United Kingdom,25.77,102
2022-02-11,Brussels Grand Place,Brussels,Belgium,40.16,125
2022-02-11,Prague Charles Bridge,Prague,Czech Republic,26.18,118
2022-02-11,Berlin Kurfürstendamm,Berlin,Germany,31.18,86
2022-02-11,Athens Monastiraki,Athens,Greece,33.99,112
2022-02-11,Pisa Centrale,Pisa,Italy,36.02,100
2022-02-11,Warsaw Old Town,Warsaw,Poland,39.4,70
2022-02-11,Lisbon Bairro Alto,Lisbon,Portugal,35.86,82
2022-02-11,Bratislava Presidential Palace,Bratislava,Slovakia,30.55,66
2022-02-11,Barcelona Gothic,Barcelona,Spain,29.51,102
2022-02-11,Barcelona Passeig de Gracia,Barcelona,Spain,38.78,94
2022-02-11,"Calpe Seafront, Costa Blanca",Calpe,Spain,33.16,115
2022-02-11,Córdoba Mezquita Catedral,Cordoba,Spain,26.32,120
2022-02-11,Madrid Central,Madrid,Spain,31.23,110
